title,price,location,date,link,imgLink,description
Продава 2-СТАЕН град София, Манастирски ливади Обява: 1b175188179125585,190000EUR,град София, Манастирски ливади,Коригирана в 9:12 на 8 август, 2025 год.,https://www.imot.bg/obiava-1b175188179125585-prodava-dvustaen-apartament-grad-sofiya-manastirski-livadi,//imotstatic3.focus.bg/imot/photosimotbg/1/585//big/1b175188179125585_2m.jpg,ARCO REAL ESTATE предлага за продажба ЕКСКЛУЗИВНО 2-стаен апартамент на ТОП локация в Манастирски Ливади Изток, в близост до наскоро пуснатия нов участък на бул. Тодор Каблешков, между България Мол и Парадайз Център. Жилищната сграда се намира на уличка непосредствено до обръщалото на автобус 204, 801, 74, N4, тролеи 7 и 8. На по-малко от 5 минути пеша е ЛИДЛ на ул. Луи Айер. Южният парк е на по-малко от 10 минути пеша по ул. Луи Айер.Апартаментът е на шпакловка и замазка (готов за интериор по ваш вкус) и се намира на етаж 1 над партер, в сграда с Акт 16 от 2024г. РЗП 90м2 (включва идеалните части), чиста площ 77.28м2. Състои се от хол (25м2), спалня (16.37м2), коридор (7.5м2), баня (5.7м2), мокро помещение 1.9м2, голяма тераса (17.81м2), мазе (4м2). От терасата се открива прекрасна гледка към Витоша. Апартаментът е с югозападно изложение. Има възможност за закупуване на паркомясто или подземен гараж. Към апартамента има и мазе 4м2.Условия:1. Цени: 190 000 EUR - крайна цена2. РЗП: 90 кв.м, чиста площ 77.28м23. Етажи: 1 над партер4. Вид строителство: Тухла5. Други: Асансьор Огледи са възможни по всяко време, в агенцията има ключ.ARCO FREAL ESTATE е лицензиран кредитен посредник и оценител, предлагаме съдействие при ипотечно кредитиране.Водещ брокер - Румена Кирова 0877280128 Виж по-малко... Виж повече
